iteration,loss
1,4.256431579589844
2,3.836409091949463
3,3.6481618881225586
4,3.5956501960754395
5,3.5128700733184814
6,3.5854299068450928
7,3.4682793617248535
8,3.4075942039489746
9,3.4048893451690674
10,3.3565139770507812
11,3.3540520668029785
12,3.295384407043457
13,3.3777363300323486
14,3.2622408866882324
15,3.2373294830322266
16,3.1597213745117188
17,3.1525039672851562
18,3.1007018089294434
19,3.08376145362854
20,2.928173542022705
21,3.04712176322937
22,2.977919578552246
23,2.9312798976898193
24,2.899940013885498
25,2.9510395526885986
26,2.926365613937378
27,2.916064977645874
28,2.865522623062134
29,2.8072397708892822
30,2.8547301292419434
31,2.9328017234802246
32,2.8141579627990723
33,2.8399946689605713
34,2.8353962898254395
35,2.826709747314453
36,2.765080213546753
37,2.752744674682617
38,2.7414443492889404
39,2.716620683670044
40,2.681835651397705
41,2.7581968307495117
42,2.7039356231689453
43,2.648620128631592
44,2.6649930477142334
45,2.6896626949310303
46,2.6805872917175293
47,2.7187182903289795
48,2.6695921421051025
49,2.6611578464508057
50,2.6280341148376465
51,2.7123324871063232
52,2.6199162006378174
53,2.7081656455993652
54,2.618511199951172
55,2.5998051166534424
56,2.6226768493652344
57,2.5819990634918213
58,2.632354497909546
59,2.6454403400421143
60,2.5148909091949463
61,2.5523126125335693
62,2.612722158432007
63,2.6273372173309326
64,2.6252102851867676
65,2.5843656063079834
66,2.6139819622039795
67,2.644113779067993
68,2.5740792751312256
69,2.636387348175049
70,2.5989840030670166
71,2.5950992107391357
72,2.5531609058380127
73,2.5424575805664062
74,2.529658555984497
75,2.5757174491882324
76,2.5531678199768066
77,2.5413644313812256
78,2.5169081687927246
79,2.5666184425354004
80,2.5445921421051025
81,2.5190482139587402
82,2.5590288639068604
83,2.5175039768218994
84,2.504058361053467
85,2.4851279258728027
86,2.521876096725464
87,2.528005838394165
88,2.527583360671997
89,2.5141441822052
90,2.438995122909546
91,2.523524045944214
92,2.482571840286255
93,2.521075487136841
94,2.470956325531006
95,2.4732866287231445
96,2.4651806354522705
97,2.523531436920166
98,2.502285957336426
99,2.4515342712402344
100,2.4595632553100586
101,2.4851136207580566
102,2.5761914253234863
103,2.5090951919555664
104,2.5034537315368652
105,2.470592498779297
106,2.4880828857421875
107,2.447410821914673
108,2.4218697547912598
109,2.4679479598999023
110,2.4235846996307373
111,2.4680874347686768
112,2.497969150543213
113,2.516432285308838
114,2.4466822147369385
115,2.5069727897644043
116,2.5215439796447754
117,2.460153579711914
118,2.4358768463134766
119,2.3803701400756836
120,2.462118148803711
121,2.398728609085083
122,2.438067674636841
123,2.404740810394287
124,2.4363150596618652
