iteration,loss
1,2.733044385910034
2,2.5276615619659424
3,2.4006714820861816
4,2.3426167964935303
5,2.2667222023010254
6,2.2692782878875732
7,2.222432851791382
8,2.1855006217956543
9,2.165706157684326
10,2.1287999153137207
11,2.1194562911987305
12,2.115100860595703
13,2.0954067707061768
14,2.0804190635681152
15,2.058666706085205
16,2.0427768230438232
17,2.0502543449401855
18,2.058772087097168
19,2.0334084033966064
20,2.0180225372314453
21,2.001711368560791
22,2.024165153503418
23,1.991990566253662
24,1.985167145729065
25,1.960953950881958
26,1.9657446146011353
27,1.977128267288208
28,1.962844729423523
29,1.9620860815048218
30,1.9424867630004883
31,1.923042893409729
32,1.9329496622085571
33,1.942679524421692
34,1.9353104829788208
35,1.9508165121078491
36,1.9138422012329102
37,1.9241816997528076
38,1.927411675453186
39,1.907663345336914
40,1.9165550470352173
41,1.9011516571044922
42,1.9186536073684692
43,1.9055585861206055
44,1.918192982673645
45,1.9105626344680786
46,1.9313623905181885
47,1.8775086402893066
48,1.8737437725067139
49,1.8968443870544434
50,1.8826757669448853
51,1.8763542175292969
52,1.8863146305084229
53,1.8676977157592773
54,1.9011625051498413
55,1.88832688331604
56,1.876857042312622
57,1.867961049079895
58,1.8732608556747437
59,1.8592149019241333
60,1.8589969873428345
61,1.8446245193481445
62,1.8570683002471924
63,1.8552480936050415
64,1.8816170692443848
65,1.880476713180542
66,1.8428107500076294
67,1.863895297050476
68,1.8386605978012085
69,1.8137532472610474
70,1.8440951108932495
71,1.8518298864364624
72,1.8595905303955078
73,1.840569257736206
74,1.8554065227508545
75,1.8248957395553589
76,1.7933306694030762
77,1.8420981168746948
78,1.8441537618637085
79,1.8512202501296997
80,1.8205647468566895
81,1.844750165939331
82,1.8033127784729004
83,1.8564682006835938
84,1.7890028953552246
85,1.8281105756759644
86,1.8086457252502441
87,1.8028589487075806
88,1.8362957239151
89,1.8181554079055786
90,1.8306303024291992
91,1.790958285331726
92,1.7992024421691895
93,1.778019666671753
